"","striker","adj_avg_bat_rd","adj_bat_rd","avg_bat_rd","total_bat_rd","balls","strike_rate","adj_exp","exp_avg","runs","dismissals","bat_average","adj_bat_avg","bowl_adj_bat_avg"
"145","T Stubbs",-0.465467202403264,-14.4294832745012,-0.664796034474373,-20.6086770687056,31,80.6451612903226,23.664062408052,24.027123882061,25,2,12.5,-0.479754628087938,-0.471772860278348
"146","RK Singh",-0.0460992248868831,-14.6134542891419,-0.0556042532817788,-17.6265482903239,317,149.526813880126,26.5595453108927,25.2562634215221,474,8,59.25,1.3459527251173,1.23083638317032
"147","PWH de Silva",-0.531682943153006,-14.8871224082842,-0.556829435361177,-15.5912241901129,28,117.857142857143,26.8217840120056,20.4374750476492,33,2,16.5,-0.192659564768598,-0.384828392003511
"148","RA Tripathi",-0.0708188538283033,-15.0844158654286,-0.00580302466143065,-1.23604425288473,213,128.169014084507,28.7886099577683,29.0318880166835,273,12,22.75,-0.216378900782255,-0.209756913120387
"149","RV Patel",-0.352935811772956,-15.1762399062371,-0.434436177534913,-18.6807556340013,43,113.953488372093,18.3148922810863,19.5176787449897,49,3,16.3333333333333,-0.163151850855921,-0.108193863078262
"150","Abishek Porel",-0.503324827400752,-15.6030696494233,-0.36321196758809,-11.2595709952308,31,106.451612903226,39.8056988028538,28.0867975180415,33,4,8.25,-0.706267686990636,-0.792743244105326
"151","Lalit Yadav",-0.275810904164949,-16.272843345732,-0.343048453939026,-20.2398587824025,59,111.864406779661,24.6458373176895,26.1701525450078,66,5,13.2,-0.495608595429527,-0.464412597151824
"152","SP Narine",-0.67209182093944,-16.802295523486,-0.675828518234771,-16.8957129558693,25,84,22.5413103603192,22.9212186989288,21,7,3,-0.869116906940895,-0.866911020164956
"153","KL Rahul",-0.0700603231713579,-16.9545982074686,-0.052392665086059,-12.6790249508263,242,113.223140495868,25.2270238321462,25.3636961944601,274,8,34.25,0.350355237557249,0.357671052593845
"154","DJ Willey",-0.540374232434191,-17.2919754378941,-0.58631986912619,-18.7622358120381,32,109.375,22.9873050641516,24.1090559278971,35,NA,35,0.451736646373647,0.522579523886079
"155","PBB Rajapaksa",-0.282763138232171,-17.5313145703946,-0.306437029861149,-18.9990958513912,62,114.516129032258,46.4329454320546,35.12319310331,71,3,23.6666666666667,-0.3261812330942,-0.490304428322383
"156","AD Russell",-0.120041736245597,-18.7265108543131,-0.128474795657217,-20.0420681225259,156,145.512820512821,26.3435893927216,24.6420898527176,227,11,20.6363636363636,-0.162556270198496,-0.216645714874935
"157","R Parag",-0.289054087046651,-19.0775697450789,-0.300636879285873,-19.8420340328676,66,118.181818181818,27.4756739502556,27.9723064208925,78,6,13,-0.535254626329622,-0.526854190236193
"158","Shahbaz Ahmed",-0.495914222283836,-19.3406546690696,-0.541169942330053,-21.1056277508721,39,107.692307692308,32.3939398011188,28.3186738403847,42,4,10.5,-0.629219925368604,-0.675865298742163
"159","A Mishra",-0.676455170055346,-20.2936551016604,-0.618912651944419,-18.5673795583326,30,63.3333333333333,15.7440349562734,17.6666455571728,19,1,19,0.0754729831711519,0.206806263627435
"160","Ravi Bishnoi",-0.754782989239481,-20.379140709466,-0.713772097964957,-19.2718466450538,27,74.0740740740741,16.3855423923664,18.085517589892,20,3,6.66666666666667,-0.631380930430619,-0.593137260456358
"161","N Jagadeesan",-0.252939594802333,-20.4881071789889,-0.305033989920017,-24.7077531835214,81,109.876543209877,41.4726464432061,37.221127832267,89,6,14.8333333333333,-0.601480820243326,-0.642334536002023
"162","Anuj Rawat",-0.291806722002218,-20.7182772621575,-0.299904594519274,-21.2932262108685,71,128.169014084507,26.8714232882648,22.6652307926543,91,3,30.3333333333333,0.338320073191764,0.128832403402331
"163","Abdul Samad",-0.166216391271552,-21.2756980827587,-0.15603172235336,-19.9720604612301,128,132.03125,22.0805786511065,21.2293974291579,169,4,42.25,0.990164824083562,0.913446231078853
"164","RG Sharma",-0.0851648260427403,-21.2912065106851,-0.039710689908344,-9.92767247708601,250,132.8,46.9790162045381,35.2456570679245,332,16,20.75,-0.411274984602751,-0.558313441267943
"165","M Jansen",-0.503882353634559,-21.666941206286,-0.575468214627975,-24.7451332290029,43,90.6976744186046,19.6089877699041,20.9570590372223,39,3,13,-0.379683953893034,-0.337038701204536
"166","AK Markram",-0.111204203485316,-21.9072280866073,-0.0918643175180277,-18.0972705510515,197,125.888324873096,29.5340227316595,29.8752967536825,248,11,22.5454545454545,-0.245347929718035,-0.236627710681398
"167","Washington Sundar",-0.367644513722017,-22.058670823321,-0.346087095877732,-20.7652257526639,60,100,21.475818423472,20.5904350422495,60,4,15,-0.271506407260386,-0.301540006335416
"168","D Padikkal",-0.11740559172188,-23.481118344376,-0.135702115916993,-27.1404231833986,200,130.5,33.4732918307415,33.2428655031918,261,10,26.1,-0.214869127407383,-0.220273878889017
"169","SM Curran",-0.121994583944663,-24.7649005407667,-0.159393586780582,-32.3568981164582,203,135.960591133005,30.1785787904383,29.5502483652368,276,10,27.6,-0.065997697925649,-0.0854440100822528
"170","KD Karthik",-0.238820518606362,-24.8373339350616,-0.258822917745396,-26.9175834455212,104,134.615384615385,29.3850317705366,25.263025627022,140,12,11.6666666666667,-0.538192026603983,-0.602972467146881
"171","DJ Hooda",-0.294640476563133,-26.517642890682,-0.338736763094214,-30.4863086784792,90,93.3333333333333,24.9293300076753,26.41585539811,84,11,7.63636363636364,-0.710917419811815,-0.693679547985745
"172","HC Brook",-0.186581539631988,-28.7335571033262,-0.121710632980465,-18.7434374789915,154,123.376623376623,41.1433394475106,29.4929671541966,190,9,21.1111111111111,-0.284198466680652,-0.4868887310899
"173","Aman Hakim Khan",-0.286077058129004,-28.8937828710294,-0.372096187016706,-37.5817148886873,101,108.910891089109,23.3317571182858,25.7361809973701,110,8,13.75,-0.465732697426823,-0.410674475553163
"174","B Kumar",-0.620586223673272,-29.1675525126438,-0.653744277534067,-30.7259810441011,47,89.3617021276596,25.6161519947654,23.1237996957992,42,3,14,-0.394563169367736,-0.453469826269736
"175","SN Khan",-0.505014788329683,-31.3109168764404,-0.471102456626499,-29.208352310843,62,85.4838709677419,35.1235944185063,28.1659040684271,53,4,13.25,-0.5295730622454,-0.62276070489475
"176","MK Pandey",-0.294127880926198,-42.9426706152249,-0.267998149526801,-39.127729830913,146,109.58904109589,31.932668909686,30.6625406805142,160,9,17.7777777777778,-0.420211848619726,-0.443273037150199
"177","Kuldeep Yadav",-0.957643661264703,-45.9668957407057,-0.968946043558567,-46.5094100908112,48,64.5833333333333,19.7017883146523,17.0237106743023,31,2,15.5,-0.0895052026819491,-0.213269386897604
